Sl_No,Kanoon_id,date
1014,573237,20-Jun-05
1015,5066604,12-Apr-18
1016,836201,31-Mar-04
1017,64593783,18-May-17
1018,143979185,22-Jul-20
1019,125032519,26-Dec-12
1020,86056089,26-Apr-17
1021,1624143,31-Aug-10
1022,64454742,30-Jan-15
1023,152659831,08-Aug-18
1024,194862167,09-Nov-18
1025,129479302,13-Aug-15
1026,47179880,06-Dec-13
1027,1836240,11-Apr-89
1028,1052896,23-Sep-99
1029,837363,01-Jun-05
1030,161138924,10-Mar-17
1031,149332093,05-Feb-20
1032,26227504,01-Feb-16
1033,47930984,25-Jun-12
1034,1911635,17-Feb-89
1035,108751392,19-Sep-18
1036,38553723,23-Sep-11
1037,62483167,10-Feb-14
1038,24884060,25-Jan-19
1039,132277951,28-Apr-16
1040,129858139,06-Oct-17
1041,126969748,29-Sep-15
1042,177557082,02-Apr-19
1043,182450041,31-Jul-13
1044,157105877,19-Dec-96
1045,59643,05-Jan-09
1046,625579,22-Oct-91
1047,1488508,22-Jul-08
1048,236227,27-Jan-10
1049,1012351,04-Jan-08
1050,87853562,11-Jun-15
1051,127243948,06-Dec-13
1052,46147204,19-Jul-10
1053,65602663,06-Jan-20
1054,381893,15-Nov-11
1055,156061907,25-Apr-17
1056,133371108,30-May-14
1057,75738427,22-Aug-17
1058,631171,17-Apr-03
1059,48654523,28-Nov-13
1060,187940103,05-Feb-16
1061,11264522,30-Nov-18
1062,80193246,02-Sep-13
1063,1853050,13-Jul-89
1064,182872964,11-Jul-12
1065,126156533,25-Jun-18
1066,32042344,10-Apr-15
1067,53669032,29-Sep-16
1068,125843179,28-Nov-19
1069,142330066,31-Oct-13
1070,1833251,21-Jun-01
1071,116553722,09-Feb-12
1072,481921,04-Apr-02
1073,190551211,11-Dec-13
1074,173713,13-Oct-05
1075,168653106,05-Jan-18
1076,1686040,25-Jun-04
1077,30602574,28-Feb-20
1078,99507406,04-May-20
1079,96205536,20-Aug-10
1080,154271629,09-Jan-14
1081,103977177,18-Jun-19
1082,183827165,22-Nov-18
1083,90380231,06-Feb-12
1084,77954361,03-Mar-14
1085,5270371,09-Sep-14
1086,93164753,16-Mar-18
1087,192472329,22-Jan-18
1088,75557918,31-May-12
1089,998412,22-Feb-07
1090,67733,05-Jan-99
1091,88008777,12-Jan-17
1092,249859,14-Aug-96
1093,358782,19-Oct-06
1094,1399094,01-Apr-91
1095,1595049,03-Feb-10
1096,188165880,24-Apr-14
1097,148453954,17-May-18
1098,681243,25-Jun-04
1099,186394066,20-May-16
1100,96940904,08-May-18
1101,153173895,05-Jan-18
1102,1960462,15-Nov-11
1103,134245478,30-Jul-18
1104,174733991,23-Dec-11
1105,94215266,20-May-16
1106,1766908,17-Jul-01
1107,1455754,24-Oct-11
1108,195404610,10-Sep-14
1109,34629308,28-Jun-19
1110,862503,12-Jan-07
1111,70879372,28-Feb-20
1112,161612863,31-Oct-17
1113,6130620,24-Jul-14
1114,111294,12-May-00
1115,81767104,21-Jun-18
1116,170353385,18-Dec-14
1117,120091789,25-Aug-20
1118,1840800,07-Jul-11
1119,63537393,12-Oct-18
1120,143192920,18-Nov-14
1121,21877047,10-May-13
1122,180238080,05-Dec-11
1123,131776868,08-Apr-13
1124,85548806,06-Oct-16
1125,32248025,15-May-09
1126,182986926,15-Mar-13
1127,176989564,11-Apr-14
1128,78475202,25-Jan-18
1129,1726270,26-Aug-92
1130,279982,23-Feb-98
1131,1756929,19-Nov-08
1132,51000896,29-Nov-13
1133,195826749,27-Mar-18
1134,104597381,30-Jul-18
1135,72785466,11-Jan-17
1136,46758058,28-Jan-19
1137,1949773,23-Aug-01
1138,1609095,14-Aug-02
1139,1830989,12-Jul-02
1140,55800711,04-Sep-12
1141,104294241,08-Sep-20
1142,27783301,26-Dec-12
1143,167859430,03-Apr-19
1144,668312,20-Oct-09
1145,120646079,25-Sep-14
1146,180178,03-Dec-10
1147,573879,13-Jul-10
1148,117357034,02-Feb-16
1149,65207052,20-Jul-10
1150,63032754,14-Nov-11
1151,92770246,27-Nov-13
1152,171945998,15-Dec-17
1153,190667650,21-Sep-15
1154,74251455,12-Jul-18
1155,170251233,09-May-16
1156,40817424,07-Dec-13
1157,129212980,11-Apr-12
1158,122743435,14-Dec-17
1159,134478747,13-Nov-18
1160,131538726,29-Jun-16
1161,106385639,19-Dec-14
1162,26837360,18-Mar-13
1163,111883506,01-May-14
1164,52041155,28-Jan-19
1165,103022146,17-Jul-14
1166,38323407,04-Jan-18
1167,74482454,16-Mar-05
1168,1280200,26-Sep-97
1169,59067570,02-Apr-13
1170,101267305,29-Sep-89
1171,17806873,26-Oct-18
1172,128084606,04-Oct-18
1173,17985376,14-Jun-16
1174,180446000,10-Jan-20
1175,131497,10-Mar-03
1176,165403284,16-Mar-18
1177,19822159,09-Dec-11
1178,165250251,24-Dec-14
1179,8470685,28-Jan-15
1180,147876926,19-May-16
1181,1840251,13-Apr-10
1182,687725,04-Dec-95
1183,196084794,09-Jul-09
1184,108610026,29-Sep-16
1185,1651434,21-Apr-09
1186,297408,31-Aug-07
1187,84820886,05-Dec-16
1188,29517472,06-Jan-20
1189,183778588,16-Nov-15
1190,61076141,03-May-16
1191,21685174,03-Nov-08
1192,1856078,02-Sep-09
1193,153664998,19-Jan-12
1194,188543368,28-Mar-17
1195,72638631,02-Feb-12
1196,74789860,18-Mar-13
1197,1866173,03-Oct-08
1198,25893656,29-Nov-19
1199,175783945,10-May-16
1200,77543974,10-Sep-18
1201,91997856,24-Apr-17
1202,833914,16-Sep-94
1203,55271601,07-Oct-16
1204,309722,29-May-08
1205,1151324,16-Aug-01
1206,17683492,15-May-19
1207,193292,21-Sep-99
1208,75366695,15-Jul-15
1209,16342065,12-Apr-10
1210,93280239,17-Mar-16
1211,17306242,12-Jan-17
1212,1419495,17-Aug-04
1213,79566059,26-Dec-12
1214,736647,30-Nov-05
1215,53555068,19-Sep-17
1216,35399755,03-Jan-12
1217,652837,21-Jan-10
1218,190302602,19-Sep-16
1219,902653,28-May-02
1220,188585546,08-Aug-13
1221,1355056,08-Jul-10
1222,8441961,21-Jul-17
1223,154245259,29-Sep-16
1224,835465,16-Jan-90
1225,157710569,20-Aug-15
1226,300473,07-Jul-97
1227,31212065,25-Jul-16
1228,114063189,03-Jul-13
1229,154767296,05-Apr-18
1230,37063633,25-Aug-05
1231,133192897,24-Jul-14
1232,53532996,09-Sep-14
1233,154534231,27-Jun-11
1234,117916882,04-Jun-19
1235,108608330,06-Feb-17
1236,1614827,16-Dec-92
1237,1859155,29-Oct-09
1238,104506718,09-Sep-15
1239,53159,15-Jan-10
1240,55556599,17-Nov-14
1241,332602,17-Apr-07
1242,55381554,09-Apr-15
1243,1462051,14-Nov-11
1244,120363701,29-Sep-16
1245,70370695,30-Aug-12
1246,114703846,29-Oct-18
1247,113669688,08-Aug-13
1248,47207146,12-Sep-17
1249,1693964,14-Aug-07
1250,63480,11-Aug-86
1251,12066164,08-Mar-18
1252,1849811,16-Nov-05
1253,1601226,15-Dec-05
1254,44724953,29-Sep-16
1255,52350192,22-Dec-14
1256,189053001,17-May-12
1257,163466969,25-Nov-16
1258,184429687,21-Jan-20
1259,25073400,10-Dec-18
1260,45458986,10-Feb-12
1261,84806619,20-May-19
1262,574616,27-Nov-08
1263,86054,23-Nov-94
1264,72535257,13-Jan-12
1265,92635066,24-Apr-15
1266,41208307,26-Dec-12
1267,84176033,15-Dec-15
1268,190500931,26-Dec-12
1269,158459649,17-Aug-18
1270,897552,08-Nov-93
1271,38903863,29-Sep-16
1272,109825778,08-Sep-15
1273,184357917,28-Aug-18
1274,812855,22-Sep-08
1275,62389064,03-Jan-18
1276,292774,28-Jan-83
1277,181167353,10-Nov-17
1278,866964,16-Nov-10
1279,39904378,20-Feb-20
1280,1671370,01-Aug-94
1281,97820732,20-Dec-12
1282,135747368,28-May-20
1283,79266848,07-Aug-12
1284,1161634,10-Mar-03
1285,8182664,28-Oct-19
1286,175997891,23-Sep-99
1287,12103066,13-Feb-19
1288,76468662,23-Mar-17
1289,92707890,25-Jun-15
1290,36555170,18-Oct-19
1291,20513143,29-Sep-16
1292,163084894,11-Apr-19
1293,77662830,22-Feb-18
1294,79043898,09-Oct-15
1295,145757936,26-Dec-12
1296,224511,13-Jan-98
1297,175735921,15-Nov-18
1298,185424469,09-May-18
1299,103351709,03-Jul-19
1300,146495266,10-Mar-20
1301,88035610,28-Nov-18
1302,181655274,09-May-18
1303,742198,19-Jun-09
1304,112773150,29-Sep-16
1305,157812403,28-Nov-13
1306,120125281,14-Jul-10
1307,133394313,14-Sep-12
1308,158050267,19-Nov-15
1309,16373609,03-Apr-02
1310,148371777,05-Jul-18
1311,1616199,31-May-02
1312,1347766,01-Apr-96
1313,55413041,16-Dec-16
1314,24253618,06-Sep-19
1315,828868,10-Mar-10
1316,13280316,30-Sep-13
1317,192963972,17-Nov-11
1318,1722052,21-Jan-10
1319,45210830,01-Nov-10
1320,43827944,17-May-16
1321,165680579,11-Oct-11
1322,147807303,16-Aug-17
1323,350523,07-Apr-95
1324,123185434,09-May-13
1325,162455414,05-Apr-11
1326,60137667,11-Jun-18
1327,166116268,14-Jul-14
1328,895370,27-Oct-99
1329,1834255,15-Jul-10
1330,176007543,28-Aug-20
1331,506610,31-Mar-08
1332,151760287,26-Dec-12
1333,12828292,01-May-17
1334,151797015,09-Jan-20
1335,53439863,03-May-18
1336,182164332,22-Jan-18
1337,947885,29-Jan-98
1338,115338358,18-Mar-15
1339,1956849,22-Jul-88
1340,192050071,16-Aug-17
1341,82680235,25-Jul-12
1342,179299500,15-Sep-16
1343,2584528,26-Dec-12
1344,118103272,17-Oct-11
1345,53158829,03-Nov-15
1346,1188746,08-May-09
1347,148921713,05-Feb-20
1348,73901774,11-Dec-17
1349,1950918,07-Dec-05
1350,78426045,20-Aug-10
1351,73525616,02-Aug-19
1352,29802203,13-Sep-07
1353,79712047,05-Jan-18
1354,133747031,26-Dec-12
1355,110462431,15-Jul-13
1356,188536140,17-Aug-18
1357,47450630,16-Jun-16
1358,23271941,18-Dec-19
1359,165160043,24-Jul-19
1360,49778212,23-Jul-13
1361,70165142,23-Feb-17
1362,38057431,26-Dec-12
1363,1351942,29-Apr-99
1364,57379038,05-Jan-07
1365,362737,05-Aug-08
1366,155244240,24-Aug-18
1367,136515197,09-Aug-17
1368,136049840,07-Oct-16
1369,13144859,06-Dec-13
1370,58637463,26-May-14
1371,180218010,16-Oct-14
1372,177731796,09-May-18
1373,36208890,03-May-17
1374,1217298,21-Jan-10
1375,6258348,09-Apr-19
1376,88112025,07-Feb-19
1377,946736,01-Mar-89
1378,44607209,09-Jul-18
1379,122239350,04-Apr-16
1380,100530672,27-Apr-16
1381,125315986,24-Feb-14
1382,130235939,06-Jun-18
1383,180907324,26-Apr-19
1384,10145965,01-Apr-14
1385,114439938,25-Jan-18
1386,187517558,30-Jul-10
1387,142984883,29-Sep-16
1388,94486332,18-Jul-13
1389,611996,15-Jan-96
1390,100615889,06-Dec-13
1391,85932788,13-Mar-13
1392,45962059,10-Aug-20
1393,45712250,14-Jul-17
1394,89879974,12-Apr-19
1395,27708071,08-Aug-13
1396,161378671,18-Jul-13
1397,1436451,08-Nov-02
1398,161014889,21-Jul-15
1399,1900216,06-Feb-07
1400,13928552,29-Sep-15
1401,919253,01-Feb-07
1402,546660,02-Sep-11
1403,71181205,28-Feb-12
1404,35194501,30-Jan-15
1405,96702843,26-Dec-12
1406,170105441,29-Mar-17
1407,52331449,25-Apr-18
1408,122128158,20-Aug-10
1409,96220052,08-Aug-14
1410,133402888,25-Apr-11
1411,48376826,14-Jul-16
1412,1391456,21-Jan-10
1413,79220217,27-Sep-19
1414,1812006,05-Oct-10
1415,98537154,16-Mar-18
1416,1497240,11-Dec-08
1417,183004192,09-May-13
1418,17980402,02-Aug-18
1419,4301147,03-Feb-14
1420,158786784,16-Mar-18
1421,40272955,26-Nov-13
1422,5663228,20-Jul-10
1423,152984140,23-Feb-16
1424,507684,11-Dec-96
1425,7387509,30-Jan-19
1426,1674481,21-Jul-10
1427,150665945,19-Apr-18
1428,136191866,27-Sep-17
1429,26767367,09-Oct-12
1430,7705784,10-Apr-19
1431,1010821,18-Mar-03
1432,2989274,19-Dec-19
1433,390142,10-Jan-95
1434,119678224,24-Apr-18
1435,183629952,07-Apr-14
1436,23680175,29-Sep-16
1437,1691991,10-Mar-10
1438,63627982,06-Jan-11
1439,1911468,02-May-02
1440,540701,20-Dec-04
1441,707253,12-Jan-11
1442,131168177,31-Jul-19
1443,68731490,05-Dec-19
1444,51369925,20-Jun-17
1445,113532302,16-Jan-09
1446,59060,12-Jan-88
1447,128762618,03-May-10
1448,36418933,15-Jan-20
1449,69537775,05-Jan-18
1450,99823387,03-Aug-18
1451,199228395,26-Dec-12
1452,10671053,04-Dec-08
1453,137639424,17-Oct-19
1454,57901380,29-Sep-16
1455,652075,05-Sep-89
1456,81996733,29-Sep-16
1457,108625667,05-Jan-18
1458,536241,18-Feb-08
1459,58899192,17-May-12
1460,36707655,29-Sep-16
1461,15435449,16-Apr-19
1462,1384959,15-Jul-02
1463,138827535,21-Dec-10
1464,23040246,03-Apr-18
1465,332530,29-Sep-10
1466,139615656,18-Feb-19
1467,1149439,11-Jan-02
1468,193549766,24-Aug-18
1469,260004,26-Sep-99
1470,700054,16-Feb-01
1471,130063047,05-Jan-18
1472,165765591,20-Dec-17
1473,119617623,04-Sep-13
1474,583851,22-Nov-95
1475,14383631,31-Oct-18
1476,131351279,19-Dec-19
1477,84354912,26-Feb-20
1478,76396470,28-Jun-10
1479,592739,27-Mar-91
1480,114088547,02-Jan-19
1481,153182145,31-Jan-14
1482,77998387,10-Jan-18
1483,154262540,09-Sep-15
1484,102015009,21-Mar-02
1485,194640719,12-Apr-19
1486,116365003,13-Aug-15
1487,54922377,22-Jan-19
1488,161999,18-Jan-10
1489,5625655,11-Jul-18
1490,50797121,11-Jan-17
1491,36212788,06-Sep-17
1492,117404805,07-Dec-18
1493,69408974,18-Mar-04
1494,118538262,13-Aug-15
1495,1934103,28-Aug-96
1496,154141505,28-Jan-15
1497,108087320,10-Dec-14
1498,196635209,24-Nov-16
1499,136645322,29-Oct-18
1500,166821121,16-Mar-18
1501,194069639,10-May-96
1502,108856605,25-Apr-11
1503,1194572,26-Mar-09
1504,163300108,06-Sep-17
1505,895707,10-Mar-10
1506,598873,18-Feb-09
1507,73712709,21-Dec-13
1508,119256109,16-Dec-13
1509,43057267,13-Nov-17
1510,19660262,24-Sep-15
1511,34807453,28-Nov-17
1512,11002920,09-Aug-16
1513,46151677,21-Jan-15
1514,808027,25-Feb-81
1515,146995290,07-Jul-11
1516,93561108,29-Sep-16
1517,184092224,04-May-18
1518,89228617,12-Sep-13
1519,119552595,24-Jul-14
1520,1790132,12-Jan-10
1521,31178750,20-Jun-16
1522,73572003,17-Apr-18
1523,28603725,28-Jan-14
1524,1255094,28-Jun-01
1525,118935255,23-Nov-11
1526,37985066,11-Mar-20
1527,125442389,17-May-12
1528,147687905,15-Jan-19
1529,123168858,24-Sep-18
1530,618388,05-Aug-88
1531,114889715,30-May-11
1532,81409370,29-Jun-15
1533,144562572,11-Jun-13
1534,14743,11-Dec-95
1535,90541914,05-Jan-18
1536,123762057,16-Oct-19
1537,177428544,23-Sep-19
1538,176695908,24-Oct-13
1539,1220551,08-May-09
1540,79479542,20-Aug-15
1541,180334598,31-Jan-14
1542,112758548,22-Jan-18
1543,23416739,20-Jun-14
1544,1279749,14-Nov-11
1545,120709386,19-Oct-11
1546,4390141,04-Apr-17
1547,1356184,18-Jul-11
1548,98849330,29-Sep-16
1549,105067705,09-Jun-20
1550,1736757,24-Aug-07
1551,130166403,01-May-14
1552,182581332,20-Aug-10
1553,194500615,09-Jul-10
1554,94016479,23-May-19
1555,138587464,04-Jan-12
1556,100496508,15-Nov-19
1557,9791513,30-Nov-18
1558,1958104,02-Jul-03
1559,178291497,20-Jul-10
1560,89055905,07-Nov-16
1561,1817831,21-Jan-10
1562,84804846,29-Sep-16
1563,41974856,31-Oct-18
1564,191538953,26-Aug-13
1565,16190329,07-Oct-13
1566,128777686,20-Aug-10
1567,1406885,17-Mar-89
1568,50497427,28-Mar-11
1569,31533720,30-Jan-17
1570,566693,16-Dec-97
1571,157422071,19-Aug-13
1572,1779483,16-Aug-93
1573,194709922,24-Oct-17
1574,850424,17-Jul-07
1575,1430809,22-Jul-09
1576,115153398,13-Jun-12
1577,80482798,11-May-12
1578,15993975,17-Jul-20
1579,62013621,23-Oct-17
1580,46239786,20-Mar-15
1581,41101620,20-Dec-18
1582,90285,05-Feb-10
1583,127246534,19-Feb-19
1584,1909769,21-Mar-03
1585,1928043,18-Aug-07
1586,1383549,15-Jul-04
1587,1306257,28-Aug-09
1588,491582,06-Jul-10
1589,91291251,04-Oct-13
1590,124004110,19-Dec-18
1591,107894359,17-Oct-16
1592,1520633,13-Aug-09
1593,69600,08-Jun-07
1594,101339410,28-Aug-14
1595,45646877,22-Apr-13
1596,83105995,29-Sep-16
1597,77831889,17-Aug-11
1598,119398648,13-Mar-14
1599,51223377,11-Apr-17
1600,15612426,18-Aug-20
1601,161647773,09-Aug-12
1602,915323,06-Oct-08
1603,21790854,22-Feb-16
1604,89445128,06-Aug-20
1605,81991704,07-Oct-16
1606,141089362,29-Apr-19
1607,30715,16-Sep-11
1608,195637534,06-Feb-13
1609,103404234,19-Dec-13
1610,118328374,24-Feb-14
1611,91016040,19-May-17
1612,1313008,05-Sep-08
1613,157822563,24-Apr-17
1614,144974741,09-Apr-15
1615,187551652,13-Aug-18
1616,34606835,02-May-19
1617,196870500,30-Jan-17
1618,120548140,29-Feb-16
1619,1897590,06-Oct-10
1620,1890170,03-May-11
1621,19611749,15-Jul-16
1622,147268587,29-Apr-14
1623,148622739,14-May-19
1624,371914,11-Apr-85
1625,144886171,24-Feb-20
1626,1996203,21-Jan-11
1627,101993742,24-Jun-20
1628,1292747,17-Sep-99
1629,133569587,29-Nov-18
1630,11665682,27-Mar-17
1631,118145337,22-Feb-13
1632,47445411,26-Nov-19
1633,1054007,13-Sep-10
1634,90398911,02-Feb-12
1635,38868305,10-Aug-18
1636,169519032,01-Feb-18
1637,127264637,29-Feb-12
1638,1553120,27-May-88
1639,102860397,21-Apr-17
1640,76877304,18-Sep-18
1641,174870693,17-Dec-13
1642,49334866,25-Jun-19
1643,1320,08-Aug-06
1644,162614750,19-Sep-16
1645,1305317,12-Oct-06
1646,146122266,27-Apr-17
1647,107414355,20-Mar-14
1648,142327641,06-Dec-13
1649,120063904,01-Oct-13
1650,103037607,15-Nov-13
1651,1074833,21-Sep-05
1652,21500153,23-Aug-16
1653,583381,10-Apr-07
1654,167494,10-Oct-08
1655,50065949,06-Sep-18
1656,78162477,22-Feb-16
1657,96493315,12-Feb-13
1658,110294871,03-Jan-13
1659,109898949,12-Dec-18
1660,103339,30-Jul-01
1661,38257145,18-Sep-19
1662,51431151,06-Nov-13
1663,270118,19-Mar-04
1664,75696456,23-Jan-20
1665,154211173,21-Dec-12
1666,128860286,06-Oct-18
1667,1584414,15-May-02
1668,30148123,23-Sep-19
1669,162919450,27-Jul-18
1670,1164752,16-Apr-97
1671,4311,03-Jul-03
1672,47580776,09-May-13
1673,1489220,15-Jun-01
1674,193159076,25-Apr-19
1675,79581533,08-Oct-18
1676,142813,18-Aug-98
1677,95009034,23-Apr-18
1678,19607639,13-Sep-12
1679,726424,17-Aug-05
1680,737339,19-Jan-01
1681,118579072,03-Feb-15
1682,84689792,29-Mar-12
1683,11480052,29-Jan-19
1684,7652932,31-Mar-11
1685,180870074,
1686,1043382,05-May-00
1687,27382269,27-Apr-17
1688,1208833,15-May-09
1689,117859307,23-Nov-17
1690,432052,18-Aug-99
1691,191327927,12-Jun-18
1692,70948594,05-Jan-18
1693,101898776,26-Apr-17
1694,127440571,29-Nov-18
1695,67266309,10-Oct-18
1696,130170770,18-Jan-17
1697,51936804,11-Aug-17
1698,1144565,01-Jul-98
1699,798071,27-Mar-08
1700,86891653,27-Sep-12
1701,168683843,20-Jan-14
1702,1964392,30-Dec-96
1703,20357581,17-Dec-12
1704,36873497,24-Apr-19
1705,193909599,08-May-14
1706,1400371,02-Mar-00
1707,31894657,01-Nov-13
1708,125627600,28-Mar-17
1709,96282515,07-Oct-16
1710,1048505,06-Mar-92
1711,728482,27-Jan-10
1712,1232213,21-Aug-02
1713,162934367,13-Jun-18
1714,1650281,06-May-11
1715,50692523,27-Apr-16
1716,1643925,04-May-83
1717,69359610,28-Aug-19
1718,175846542,19-Jul-18
1719,1994023,22-Nov-95
1720,128197003,08-Apr-15
1721,56710116,26-Dec-12
1722,74202461,01-Aug-14
1723,134636309,12-May-20
1724,34885909,22-Dec-06
1725,39349887,19-Jun-17
1726,147222036,09-Mar-18
1727,87040453,26-Sep-12
1728,142249817,05-Dec-14
1729,143278179,26-Jul-12
1730,108002631,11-Dec-17
1731,153050531,29-Sep-16
1732,169882604,
1733,50260583,21-May-09
1734,49844209,06-Mar-20
1735,176524013,29-Sep-16
1736,193709442,21-Mar-09
1737,1578058,12-Jan-10
1738,157210048,13-Sep-19
1739,83894430,15-Feb-17
1740,143223081,05-Jul-18
1741,1259913,06-Feb-07
1742,155176899,11-Apr-11
1743,179179325,24-Jul-12
1744,6803941,27-Aug-18
1745,197757522,20-Aug-10
1746,39758010,08-May-19
1747,884206,15-May-92
1748,102104909,23-Mar-15
1749,38837614,09-Sep-19
1750,28021906,30-Jan-15
1751,31132233,29-Sep-16
1752,1080818,28-Aug-02
1753,1912406,11-Jul-02
1754,176664706,26-Dec-12
1755,14093650,20-Aug-10
1756,52744342,11-Jun-18
1757,122914876,11-Mar-19
1758,562905,05-May-00
1759,112618168,11-Sep-13
1760,193818104,07-Jan-10
1761,17728127,22-Jan-20
1762,158967048,25-Oct-94
1763,188561,10-Sep-99
1764,137757948,01-May-14
1765,40657214,10-Feb-12
1766,177499100,29-Aug-09
1767,764413,15-Feb-05
1768,118945452,14-Mar-14
1769,156933099,17-May-12
1770,617081,03-Dec-08
1771,141814737,26-Dec-12
1772,65760316,13-Jun-18
1773,42760596,01-Aug-11
1774,230494,06-May-10
1775,145982,04-Sep-89
1776,26795461,27-Mar-15
1777,4629724,05-Jan-18
1778,7577,16-Nov-99
1779,1251840,20-Aug-10
1780,176226478,21-Oct-19
1781,118128216,16-Jun-20
1782,140699022,18-Dec-18
1783,72565491,08-May-14
1784,65352895,26-Dec-12
1785,671609,24-Mar-98
1786,182366079,16-Jan-20
1787,73389459,06-Dec-13
1788,150237626,11-Apr-16
1789,19097861,14-Jul-20
1790,321984,27-Apr-87
1791,121544567,16-Aug-18
1792,47783722,20-Dec-18
1793,601733,26-Feb-10
1794,1211290,10-Jul-98
1795,18134737,17-Jul-14
1796,136563275,02-Feb-12
1797,1044613,02-Mar-87
1798,1966638,18-Jul-88
1799,7718,20-Mar-09
1800,151071538,09-Jul-18
1801,182731848,09-Sep-14
1802,159271779,07-Dec-16
1803,126376383,30-Nov-17
1804,21972349,09-Nov-16
1805,12965371,26-Nov-08
1806,1215255,11-Nov-08
1807,174563385,26-Dec-12
1808,850151,19-Feb-03
1809,183121375,29-Nov-13
1810,53182,29-Nov-85
1811,105782675,16-Aug-17
1812,124499018,19-Feb-13
1813,42137691,05-Jan-18
1814,148180330,09-Sep-20
1815,92482018,03-Mar-16
1816,77305325,18-Dec-18
1817,1737464,15-Apr-09
1818,706672,19-Mar-10
1819,148716088,21-Sep-17
1820,34244890,18-May-18
1821,46891632,22-Jul-20
1822,164410380,28-Feb-20
1823,783573,05-Aug-95
1824,123318862,05-Jul-12
1825,84595072,31-Aug-12
1826,100376515,08-Aug-13
1827,4620269,05-Aug-14
1828,23586469,10-Jul-13
1829,1363121,01-Aug-01
1830,81456041,17-Aug-18
1831,50726744,04-Mar-16
1832,4809762,24-Apr-19
1833,19377691,23-Apr-19
1834,10375450,26-Feb-19
1835,150624006,28-Nov-17
1836,700919,24-Aug-07
1837,511307,10-Jul-02
1838,1273177,15-May-07
1839,196174155,09-Jan-17
1840,150281655,18-Feb-14
1841,41999114,04-Jan-18
1842,130747696,08-Jul-20
1843,146493229,20-Nov-14
1844,918244,02-Apr-86
1845,144119463,11-Feb-11
1846,193639222,24-Feb-16
1847,148883561,08-Oct-18
1848,488187,01-Apr-09
1849,814727,17-Jan-02
1850,148013355,20-Mar-20
1851,80796864,02-Dec-14
1852,81960199,29-Jan-18
1853,109194030,16-Apr-13
1854,54934938,19-Jun-19
1855,967430,22-Nov-89
1856,125452592,30-Sep-13
1857,77794592,17-Jul-14
1858,20123766,26-Dec-12
1859,199155835,21-Jan-13
1860,171328714,27-May-20
1861,116459501,30-Sep-19
1862,1290195,01-Mar-89
1863,179890805,09-May-13
1864,1087371,28-Jan-10
1865,54403940,18-Nov-14
1866,182000595,21-Nov-19
1867,36948650,15-Dec-17
1868,1685761,20-Oct-09
1869,1689484,11-Dec-08
1870,122617589,07-Dec-17
1871,34469090,20-Apr-18
1872,158757455,01-Apr-14
1873,104816038,02-Dec-19
1874,8386142,08-Oct-09
1875,82959019,06-Feb-14
1876,359439,22-Sep-00
1877,58735,30-Jul-98
1878,115308268,29-Sep-16
1879,170959780,09-Oct-15
1880,193449561,20-May-14
1881,768901,16-Sep-10
1882,1019374,25-Mar-09
1883,12138430,06-Aug-14
1884,1490101,19-Sep-02
1885,126542510,08-Nov-13
1886,68986015,19-Nov-18
1887,178499987,14-Mar-12
1888,84189170,08-Mar-02
1889,82309302,22-Sep-17
1890,61336253,29-Jan-20
1891,22720820,21-Jul-11
1892,959349,22-Apr-91
1893,226800,08-Aug-08
1894,1640427,14-Oct-02
1895,118806278,18-Dec-18
1896,69171931,26-Dec-12
1897,97792257,22-Sep-17
1898,74632237,14-Jul-15
1899,1457294,21-Oct-11
1900,60505660,19-May-17
1901,52728118,24-Feb-14
1902,46096580,20-Aug-20
1903,134936575,17-May-17
1904,145930776,21-Aug-13
1905,126548811,26-Nov-10
1906,157175006,24-Jan-19
1907,49875952,03-Sep-19
1908,126029882,04-Feb-20
1909,76242256,04-Jul-19
1910,1957000,13-Jul-00
1911,9045381,02-Sep-15
1912,91378255,25-Mar-10
1913,699923,26-Oct-09
1914,1239689,15-Mar-02
1915,922503,15-Sep-95
1916,109176480,30-Aug-17
1917,1620518,07-Dec-00
1918,182172947,28-Apr-10
1919,135537443,10-Jul-12
1920,163740766,10-Jul-13
1921,1056284,07-Aug-06
1922,700245,02-Apr-03
1923,68605371,07-Aug-14
1924,145270206,28-Nov-11
1925,1341611,05-Jun-09
1926,254309,07-Sep-10
1927,1298769,29-Aug-97
1928,12651823,10-Sep-20
1929,1737988,16-Dec-09
1930,1504464,04-Feb-00
1931,196437123,01-Oct-19
1932,52842582,29-Sep-16
1933,1387855,08-Aug-96
1934,201603,12-Aug-98
1935,24591897,28-Feb-13
1936,69242469,15-Mar-19
1937,165189931,27-Sep-19
1938,873004,07-Sep-07
1939,193695,31-Jan-97
1940,116383457,15-Feb-12
1941,21490505,12-Oct-15
1942,1297396,08-May-06
1943,610391,10-Feb-10
1944,146267899,01-Apr-14
1945,1981275,18-Nov-04
1946,43821059,04-Feb-20
1947,56175842,20-Jul-18
1948,145543104,17-Sep-19
1949,184562527,27-Mar-17
1950,87631440,04-Jul-13
1951,197497057,30-Apr-13
1952,97639974,27-Jul-20
1953,120543043,19-Sep-15
1954,112244139,06-Jul-12
1955,10132618,20-Aug-10
1956,40488420,02-May-17
1957,133885279,14-Nov-19
1958,483286,26-Mar-87
1959,2135499,14-Sep-09
1960,113980920,21-Jul-20
1961,1015006,27-Oct-05
1962,1835267,07-Jan-93
1963,118634670,25-Sep-18
1964,176544295,01-Aug-11
